state,country,lat,long,date,confirmed,recovered,deaths,New Case
NA,US,37.0902,-95.7129,2020-01-22,1,0,0,NA
NA,US,37.0902,-95.7129,2020-01-23,1,0,0,0
NA,US,37.0902,-95.7129,2020-01-24,2,0,0,1
NA,US,37.0902,-95.7129,2020-01-25,2,0,0,0
NA,US,37.0902,-95.7129,2020-01-26,5,0,0,3
NA,US,37.0902,-95.7129,2020-01-27,5,0,0,0
NA,US,37.0902,-95.7129,2020-01-28,5,0,0,0
NA,US,37.0902,-95.7129,2020-01-29,5,0,0,0
NA,US,37.0902,-95.7129,2020-01-30,5,0,0,0
NA,US,37.0902,-95.7129,2020-01-31,7,0,0,2
NA,US,37.0902,-95.7129,2020-02-01,8,0,0,1
NA,US,37.0902,-95.7129,2020-02-02,8,0,0,0
NA,US,37.0902,-95.7129,2020-02-03,11,0,0,3
NA,US,37.0902,-95.7129,2020-02-04,11,0,0,0
NA,US,37.0902,-95.7129,2020-02-05,11,0,0,0
NA,US,37.0902,-95.7129,2020-02-06,11,0,0,0
NA,US,37.0902,-95.7129,2020-02-07,11,0,0,0
NA,US,37.0902,-95.7129,2020-02-08,11,0,0,0
NA,US,37.0902,-95.7129,2020-02-09,11,3,0,0
NA,US,37.0902,-95.7129,2020-02-10,11,3,0,0
NA,US,37.0902,-95.7129,2020-02-11,12,3,0,1
NA,US,37.0902,-95.7129,2020-02-12,12,3,0,0
NA,US,37.0902,-95.7129,2020-02-13,13,3,0,1
NA,US,37.0902,-95.7129,2020-02-14,13,3,0,0
NA,US,37.0902,-95.7129,2020-02-15,13,3,0,0
NA,US,37.0902,-95.7129,2020-02-16,13,3,0,0
NA,US,37.0902,-95.7129,2020-02-17,13,3,0,0
NA,US,37.0902,-95.7129,2020-02-18,13,3,0,0
NA,US,37.0902,-95.7129,2020-02-19,13,3,0,0
NA,US,37.0902,-95.7129,2020-02-20,13,3,0,0
NA,US,37.0902,-95.7129,2020-02-21,15,5,0,2
NA,US,37.0902,-95.7129,2020-02-22,15,5,0,0
NA,US,37.0902,-95.7129,2020-02-23,15,5,0,0
NA,US,37.0902,-95.7129,2020-02-24,15,5,0,0
NA,US,37.0902,-95.7129,2020-02-25,15,6,0,0
NA,US,37.0902,-95.7129,2020-02-26,15,6,0,0
NA,US,37.0902,-95.7129,2020-02-27,16,6,0,1
NA,US,37.0902,-95.7129,2020-02-28,16,7,0,0
NA,US,37.0902,-95.7129,2020-02-29,24,7,1,8
NA,US,37.0902,-95.7129,2020-03-01,30,7,1,6
NA,US,37.0902,-95.7129,2020-03-02,53,7,6,23
NA,US,37.0902,-95.7129,2020-03-03,73,7,7,20
NA,US,37.0902,-95.7129,2020-03-04,104,7,11,31
NA,US,37.0902,-95.7129,2020-03-05,174,7,12,70
NA,US,37.0902,-95.7129,2020-03-06,222,7,14,48
NA,US,37.0902,-95.7129,2020-03-07,337,7,17,115
NA,US,37.0902,-95.7129,2020-03-08,451,7,21,114
NA,US,37.0902,-95.7129,2020-03-09,519,7,22,68
NA,US,37.0902,-95.7129,2020-03-10,711,8,28,192
NA,US,37.0902,-95.7129,2020-03-11,1109,8,33,398
NA,US,37.0902,-95.7129,2020-03-12,1561,12,43,452
NA,US,37.0902,-95.7129,2020-03-13,2157,12,52,596
NA,US,37.0902,-95.7129,2020-03-14,2870,12,58,713
NA,US,37.0902,-95.7129,2020-03-15,2968,12,70,98
NA,US,37.0902,-95.7129,2020-03-16,4360,17,97,1392
NA,US,37.0902,-95.7129,2020-03-17,6141,17,131,1781
NA,US,37.0902,-95.7129,2020-03-18,8917,105,188,2776
NA,US,37.0902,-95.7129,2020-03-19,14157,121,265,5240
NA,US,37.0902,-95.7129,2020-03-20,19479,147,362,5322
NA,US,37.0902,-95.7129,2020-03-21,25825,176,456,6346
NA,US,37.0902,-95.7129,2020-03-22,33761,178,601,7936
NA,US,37.0902,-95.7129,2020-03-23,43850,178,784,10089
NA,US,37.0902,-95.7129,2020-03-24,54112,348,1021,10262
NA,US,37.0902,-95.7129,2020-03-25,66055,361,1333,11943
NA,US,37.0902,-95.7129,2020-03-26,84091,681,1746,18036
NA,US,37.0902,-95.7129,2020-03-27,102276,869,2300,18185
NA,US,37.0902,-95.7129,2020-03-28,122069,1072,2934,19793
NA,US,37.0902,-95.7129,2020-03-29,141205,2665,3561,19136
NA,US,37.0902,-95.7129,2020-03-30,162707,5644,4381,21502
NA,US,37.0902,-95.7129,2020-03-31,188724,7024,5605,26017
NA,US,37.0902,-95.7129,2020-04-01,214205,8474,6846,25481
NA,US,37.0902,-95.7129,2020-04-02,244610,9001,8432,30405
NA,US,37.0902,-95.7129,2020-04-03,276547,9707,9747,31937
NA,US,37.0902,-95.7129,2020-04-04,309699,14652,11031,33152
NA,US,37.0902,-95.7129,2020-04-05,337573,17448,12470,27874
NA,US,37.0902,-95.7129,2020-04-06,367215,19581,14138,29642
NA,US,37.0902,-95.7129,2020-04-07,397992,21763,16447,30777
NA,US,37.0902,-95.7129,2020-04-08,429686,23559,18563,31694
NA,US,37.0902,-95.7129,2020-04-09,464442,25410,20638,34756
NA,US,37.0902,-95.7129,2020-04-10,497943,28790,22731,33501
NA,US,37.0902,-95.7129,2020-04-11,527969,31270,24777,30026
NA,US,37.0902,-95.7129,2020-04-12,556522,32988,26548,28553
NA,US,37.0902,-95.7129,2020-04-13,581813,43482,28376,25291
NA,US,37.0902,-95.7129,2020-04-14,608878,47763,30780,27065
NA,US,37.0902,-95.7129,2020-04-15,637974,52096,33329,29096
NA,US,37.0902,-95.7129,2020-04-16,669272,54703,35442,31298
NA,US,37.0902,-95.7129,2020-04-17,701996,58545,38056,32724
NA,US,37.0902,-95.7129,2020-04-18,730337,64840,40442,28341
NA,US,37.0902,-95.7129,2020-04-19,756375,70337,41671,26038
NA,US,37.0902,-95.7129,2020-04-20,783716,72329,43466,27341
NA,US,37.0902,-95.7129,2020-04-21,809228,75204,45919,25512
NA,US,37.0902,-95.7129,2020-04-22,837422,77366,48312,28194
NA,US,37.0902,-95.7129,2020-04-23,871617,80203,50749,34195
NA,US,37.0902,-95.7129,2020-04-24,907908,99079,52867,36291
NA,US,37.0902,-95.7129,2020-04-25,940829,100372,54517,32921
NA,US,37.0902,-95.7129,2020-04-26,968518,106988,55810,27689
NA,US,37.0902,-95.7129,2020-04-27,990999,111424,57233,22481
NA,US,37.0902,-95.7129,2020-04-28,1015518,115936,59454,24519
NA,US,37.0902,-95.7129,2020-04-29,1042926,120720,61955,27408
NA,US,37.0902,-95.7129,2020-04-30,1072667,153947,64256,29741
NA,US,37.0902,-95.7129,2020-05-01,1106829,164015,66125,34162
NA,US,37.0902,-95.7129,2020-05-02,1136024,175382,67681,29195
NA,US,37.0902,-95.7129,2020-05-03,1161611,180152,68777,25587
NA,US,37.0902,-95.7129,2020-05-04,1184086,187180,70086,22475
NA,US,37.0902,-95.7129,2020-05-05,1208271,189791,72393,24185
NA,US,37.0902,-95.7129,2020-05-06,1233527,189910,74851,25256
NA,US,37.0902,-95.7129,2020-05-07,1261409,195036,76770,27882
NA,US,37.0902,-95.7129,2020-05-08,1288587,198993,78497,27178
NA,US,37.0902,-95.7129,2020-05-09,1314320,212534,79976,25733
NA,US,37.0902,-95.7129,2020-05-10,1334084,216169,80855,19764
NA,US,37.0902,-95.7129,2020-05-11,1352962,232733,81868,18878
NA,US,37.0902,-95.7129,2020-05-12,1374916,230287,83480,21954
NA,US,37.0902,-95.7129,2020-05-13,1396109,243430,85234,21193
NA,US,37.0902,-95.7129,2020-05-14,1423726,246414,87008,27617
NA,US,37.0902,-95.7129,2020-05-15,1449026,250747,88669,25300
NA,US,37.0902,-95.7129,2020-05-16,1474127,268376,89892,25101
NA,US,37.0902,-95.7129,2020-05-17,1493131,272265,90644,19004
NA,US,37.0902,-95.7129,2020-05-18,1514900,283178,91414,21769
NA,US,37.0902,-95.7129,2020-05-19,1535349,289392,92965,20449
NA,US,37.0902,-95.7129,2020-05-20,1558970,294312,94528,23621
NA,US,37.0902,-95.7129,2020-05-21,1584511,298418,95756,25541
NA,US,37.0902,-95.7129,2020-05-22,1608652,350135,97025,24141
NA,US,37.0902,-95.7129,2020-05-23,1630475,361239,98146,21823
NA,US,37.0902,-95.7129,2020-05-24,1651288,366736,98754,20813
NA,US,37.0902,-95.7129,2020-05-25,1670279,379157,99267,18991
NA,US,37.0902,-95.7129,2020-05-26,1689162,384902,99952,18883
NA,US,37.0902,-95.7129,2020-05-27,1707444,391508,101461,18282
NA,US,37.0902,-95.7129,2020-05-28,1730259,399991,102643,22815
NA,US,37.0902,-95.7129,2020-05-29,1754763,406446,103809,24504
NA,US,37.0902,-95.7129,2020-05-30,1778993,416461,104773,24230
NA,US,37.0902,-95.7129,2020-05-31,1799122,444758,105364,20129
NA,US,37.0902,-95.7129,2020-06-01,1816476,458231,106136,17354
NA,US,37.0902,-95.7129,2020-06-02,1837371,463868,107169,20895
NA,US,37.0902,-95.7129,2020-06-03,1857329,479258,108159,19958
NA,US,37.0902,-95.7129,2020-06-04,1878680,485002,109168,21351
NA,US,37.0902,-95.7129,2020-06-05,1903904,491706,110138,25224
NA,US,37.0902,-95.7129,2020-06-06,1926636,500849,110818,22732
NA,US,37.0902,-95.7129,2020-06-07,1944367,506367,111269,17731
NA,US,37.0902,-95.7129,2020-06-08,1961781,518522,111774,17414
NA,US,37.0902,-95.7129,2020-06-09,1979908,524855,112714,18127
NA,US,37.0902,-95.7129,2020-06-10,2000702,533504,113631,20794
NA,US,37.0902,-95.7129,2020-06-11,2023652,540292,114512,22950
NA,US,37.0902,-95.7129,2020-06-12,2048986,547386,115334,25334
NA,US,37.0902,-95.7129,2020-06-13,2074542,556606,116084,25556
NA,US,37.0902,-95.7129,2020-06-14,2094366,561816,116382,19824
NA,US,37.0902,-95.7129,2020-06-15,2114026,576334,116773,19660
NA,US,37.0902,-95.7129,2020-06-16,2137731,583503,117612,23705
NA,US,37.0902,-95.7129,2020-06-17,2163290,592191,118363,25559
NA,US,37.0902,-95.7129,2020-06-18,2191099,599115,119067,27809
NA,US,37.0902,-95.7129,2020-06-19,2222579,606715,119739,31480
NA,US,37.0902,-95.7129,2020-06-20,2255327,617460,120349,32748
NA,US,37.0902,-95.7129,2020-06-21,2281766,622133,120604,26439
NA,US,37.0902,-95.7129,2020-06-22,2312302,640198,121010,30536
NA,US,37.0902,-95.7129,2020-06-23,2347491,647548,121847,35189
NA,US,37.0902,-95.7129,2020-06-24,2382426,656161,122604,34935
NA,US,37.0902,-95.7129,2020-06-25,2422299,663562,125026,39873
NA,US,37.0902,-95.7129,2020-06-26,2467554,670809,125631,45255
NA,US,37.0902,-95.7129,2020-06-27,2510259,679308,126120,42705
NA,US,37.0902,-95.7129,2020-06-28,2549294,685164,126360,39035
NA,US,37.0902,-95.7129,2020-06-29,2590668,705203,126711,41374
NA,US,37.0902,-95.7129,2020-06-30,2636414,720631,127432,45746
NA,US,37.0902,-95.7129,2020-07-01,2687588,729994,128105,51174
NA,US,37.0902,-95.7129,2020-07-02,2742049,781970,128803,54461
NA,US,37.0902,-95.7129,2020-07-03,2795361,790404,129442,53312
NA,US,37.0902,-95.7129,2020-07-04,2841241,894325,129689,45880
NA,US,37.0902,-95.7129,2020-07-05,2891124,906763,129960,49883
NA,US,37.0902,-95.7129,2020-07-06,2936077,924148,130285,44953
NA,US,37.0902,-95.7129,2020-07-07,2996098,936476,131480,60021
NA,US,37.0902,-95.7129,2020-07-08,3054699,953462,132300,58601
NA,US,37.0902,-95.7129,2020-07-09,3117946,969111,133290,63247
NA,US,37.0902,-95.7129,2020-07-10,3184573,983185,134092,66627
